SAMPLE_ID	DRIVER	IMPACT_SCORE	IS_DEREGULATED	MODULE_SIZE	NUM_DRIVERS
257	TUBG1	387.340	0	111	5
257	PCDH9	6.670	0	3	1
258	AMHR2	252.917	0	74	1
258	PCDHB13	6.760	0	3	1
259	ANK2	216.478	0	54	2
259	EGFR	216.478	1	54	2
259	CELSR2	6.958	0	3	1
260	EGR1	303.617	0	87	3
260	PIK3CA	303.617	0	87	3
260	RYR1	303.617	0	87	3
260	MCM6	2.552	0	2	1
261	ATM	349.492	0	99	8
261	CACNA1B	349.492	0	99	8
261	EGFR	349.492	1	99	8
261	GABRA1	349.492	1	99	8
261	WT1	349.492	0	99	8
261	CNTN2	349.492	0	99	8
261	TSGA14	349.492	0	99	8
261	FLNC	349.492	1	99	8
262	EGFR	197.273	1	60	2
262	SLC6A3	197.273	0	60	2
262	LIPG	7.937	1	2	1
263	ANK2	701.065	0	204	7
263	BARD1	701.065	1	204	7
263	HLA-DRB1	701.065	1	204	7
263	ITGA4	701.065	0	204	7
263	LRP2	701.065	0	204	7
263	TP53	701.065	0	204	7
263	WEE2	701.065	0	204	7
264	DNAH9	143.885	0	44	2
264	ITGB3	143.885	0	44	2
265	FBLN2	177.611	0	52	2
265	NUMA1	177.611	0	52	2
266	ERG	212.944	0	62	3
266	PRKDC	212.944	0	62	3
266	TP53	212.944	0	62	3
266	FAT2	10.192	0	4	1
266	KIT	8.541	1	3	1
268	COL14A1	545.083	0	152	6
268	EGFR	545.083	0	152	6
268	ITGB4	545.083	0	152	6
268	PIK3R1	545.083	0	152	6
268	PTPRB	545.083	0	152	6
268	SMAD4	545.083	0	152	6
268	FAT2	7.256	0	4	2
268	PCDH19	7.256	0	4	2
268	POLA1	2.817	0	2	1
269	CREBBP	171.803	0	57	6
269	EGFR	171.803	1	57	6
269	FBLN2	171.803	0	57	6
269	PPP3CC	171.803	0	57	6
269	PCM1	171.803	0	57	6
269	RAD21	171.803	0	57	6
270	GNAT3	17.148	0	5	1
270	NEFH	27.331	1	6	1
270	PIK3R5	23.477	0	9	2
270	RYR1	23.477	0	9	2
271	APC	797.194	1	203	6
271	EGFR	797.194	0	203	6
271	FLT1	797.194	0	203	6
271	HLA-DRB1	797.194	0	203	6
271	TP53	797.194	0	203	6
271	SMARCA4	797.194	0	203	6
271	PCDHGC5	37.914	0	10	1
271	ZNF625	12.798	0	5	1
272	AMPH	743.619	1	193	10
272	CAMK2B	743.619	1	193	10
272	CD3G	743.619	0	193	10
272	EGFR	743.619	0	193	10
272	GLI3	743.619	0	193	10
272	PPIA	743.619	0	193	10
272	PSMA2	743.619	0	193	10
272	MORF4L1	743.619	0	193	10
272	IKZF1	743.619	0	193	10
272	NOS1	743.619	0	193	10
272	IGFBP3	5.701	1	2	1
273	CHP2	665.949	0	167	5
273	COL1A2	665.949	1	167	5
273	EGFR	665.949	0	167	5
273	LAMA1	665.949	0	167	5
273	PCDHGC5	665.949	0	167	5
273	HLA-DRB1	24.051	0	6	1
274	CDH15	659.901	0	170	6
274	EGFR	659.901	0	170	6
274	LAMA5	659.901	0	170	6
274	LRP1	659.901	0	170	6
274	SGOL1	659.901	0	170	6
274	MAPKAPK3	659.901	0	170	6
274	NTN1	2.587	0	2	1
275	AKT3	401.698	0	104	3
275	EGFR	401.698	0	104	3
275	SDCCAG8	401.698	0	104	3
275	CDH9	19.605	0	7	2
275	PCDHGC5	19.605	0	7	2
276	CDH23	791.790	0	185	3
276	LRP1	791.790	0	185	3
276	SFN	791.790	1	185	3
277	MMP9	761.972	1	192	4
277	PSMD4	761.972	0	192	4
277	TP53	761.972	0	192	4
277	PCDHAC2	761.972	0	192	4
278	EPHA1	26.962	0	10	1
278	MEN1	2.630	0	2	1
278	PCDHA10	37.630	0	10	1
279	GLI2	11.012	0	5	1
279	JAK1	181.425	0	45	1
279	PCDHAC2	9.257	0	3	1
280	LYN	19.388	0	8	2
280	SMC1A	19.388	0	8	2
281	GNG12	601.936	1	169	7
281	IL12RB2	601.936	0	169	7
281	LAMA1	601.936	0	169	7
281	LRP2	601.936	0	169	7
281	PIK3CA	601.936	1	169	7
281	PRKG2	601.936	0	169	7
281	TARDBP	601.936	0	169	7
281	PCDHAC2	15.066	0	6	1
282	ASPM	306.578	1	95	7
282	EGFR	306.578	1	95	7
282	IKZF1	306.578	0	95	7
282	TP53	306.578	0	95	7
282	PPIA	306.578	0	95	7
282	PSMA2	306.578	1	95	7
282	IGFBP3	306.578	1	95	7
282	DYRK1B	3.655	0	2	1
282	FBL	3.333	0	2	1
282	PCDHAC2	3.104	0	2	1
283	EGFR	367.931	1	99	4
283	KIT	367.931	0	99	4
283	LRP2	367.931	0	99	4
283	FLNC	367.931	0	99	4
283	PCDH7	10.103	0	4	1
283	PRKDC	2.758	0	2	1
284	CDH19	3.809	0	2	1
284	EGFR	439.709	1	128	6
284	GABRB2	439.709	0	128	6
284	PIK3CA	439.709	0	128	6
284	SH3GL3	439.709	0	128	6
284	IGF2R	439.709	0	128	6
284	PRKDC	439.709	0	128	6
285	F10	87.978	0	27	1
286	COL6A2	308.073	0	97	5
286	EGFR	308.073	1	97	5
286	SLC6A3	308.073	0	97	5
286	HLA-DRB1	308.073	0	97	5
286	IFNGR1	308.073	0	97	5
286	MAP3K4	20.149	0	8	1
286	PCDHAC2	10.318	0	5	2
286	PCDHGC5	10.318	0	5	2
287	CD3G	19.953	0	8	1
287	CDH13	4.571	0	2	1
287	GABRG2	105.497	1	23	2
287	ITCH	105.497	0	23	2
287	KCNB1	6.516	1	2	1
287	RPA2	6.538	0	3	1
288	CEBPB	329.054	0	95	8
288	DRD5	329.054	0	95	8
288	EGFR	329.054	1	95	8
288	HCK	329.054	0	95	8
288	PIK3R1	329.054	0	95	8
288	TSC2	329.054	0	95	8
288	PRKCG	329.054	0	95	8
288	RUVBL2	329.054	0	95	8
289	AKAP6	6.355	0	4	2
289	GRIN2C	6.355	0	4	2
289	COL1A2	917.059	1	273	8
289	HLA-DRB1	917.059	1	273	8
289	HSPG2	917.059	0	273	8
289	LAMA5	917.059	0	273	8
289	PIK3CA	917.059	0	273	8
289	PTPRC	917.059	1	273	8
289	TP53	917.059	1	273	8
289	DRD5	917.059	0	273	8
289	PCDHAC2	7.786	0	4	2
289	PCDHGC5	7.786	0	4	2
290	CD2	635.216	0	186	5
290	FOS	635.216	1	186	5
290	HSPG2	635.216	0	186	5
290	LAMC1	635.216	1	186	5
290	LYN	635.216	1	186	5
290	ITPR1	3.176	0	2	1
291	DRD5	223.659	0	67	6
291	EGF	223.659	0	67	6
291	PIK3CA	223.659	0	67	6
291	LAMB1	223.659	0	67	6
291	GLI3	223.659	0	67	6
291	MET	223.659	0	67	6
291	PCDHA10	3.897	0	2	1
292	CNTNAP1	501.299	0	145	9
292	DNAH9	501.299	1	145	9
292	ERBB4	501.299	0	145	9
292	F2	501.299	0	145	9
292	HLA-DRB1	501.299	0	145	9
292	MAPK8	501.299	0	145	9
292	TSC2	501.299	0	145	9
292	TUBG1	501.299	0	145	9
292	FGFR3	501.299	1	145	9
292	ZNF470	24.636	0	10	1
293	CDK6	343.090	0	98	6
293	COL1A2	343.090	1	98	6
293	EGFR	343.090	1	98	6
293	EGR1	343.090	0	98	6
293	PARP1	343.090	0	98	6
293	GNGT1	343.090	0	98	6
293	HKR1	14.662	0	6	1
293	PCDHAC2	6.574	0	3	1
294	ASPM	790.416	0	242	9
294	CNTN1	790.416	0	242	9
294	COL4A5	790.416	0	242	9
294	EGFR	790.416	1	242	9
294	GABRA1	790.416	1	242	9
294	HMHA1	790.416	0	242	9
294	PIK3CG	790.416	0	242	9
294	STAT1	790.416	0	242	9
294	HDAC2	790.416	0	242	9
295	GNA15	443.575	0	135	6
295	KIT	443.575	0	135	6
295	LAMA3	443.575	0	135	6
295	PIK3R1	443.575	0	135	6
295	TP53	443.575	1	135	6
295	HLA-DRB1	443.575	0	135	6
296	BUB3	534.114	0	159	10
296	DFFB	534.114	0	159	10
296	EGFR	534.114	1	159	10
296	FGFR2	534.114	0	159	10
296	PIK3CD	534.114	0	159	10
296	VAMP3	534.114	0	159	10
296	HLA-DRB1	534.114	1	159	10
296	ITGB7	534.114	0	159	10
296	PLAU	534.114	1	159	10
296	CRKL	534.114	0	159	10
296	CDH23	10.309	0	4	1
297	CCND2	517.747	0	160	16
297	ERBB3	517.747	0	160	16
297	IFNG	517.747	0	160	16
297	JAK1	517.747	0	160	16
297	NOS1	517.747	0	160	16
297	SYT1	517.747	1	160	16
297	TP53	517.747	0	160	16
297	VAMP1	517.747	0	160	16
297	LRP1	517.747	0	160	16
297	PTPN6	517.747	0	160	16
297	GNB3	517.747	0	160	16
297	HLA-DRB1	517.747	1	160	16
297	PTPRB	517.747	0	160	16
297	PXN	517.747	0	160	16
297	SMARCC2	517.747	0	160	16
297	STAT6	517.747	0	160	16
297	PCDHAC2	5.503	0	3	1
298	NEFH	239.945	1	63	2
298	POU2F1	239.945	0	63	2
299	APEX2	215.338	0	68	4
299	PSIP1	215.338	0	68	4
299	TP53	215.338	0	68	4
299	FLT1	215.338	0	68	4
300	ANK2	199.411	0	54	3
300	PDGFRA	199.411	0	54	3
300	KIT	199.411	0	54	3
300	CDC27	9.305	0	4	1
300	GNAT3	18.172	0	5	1
301	CACNA1B	5.818	0	3	1
301	CDH8	7.029	0	3	1
301	COL6A2	657.240	1	184	6
301	EGF	657.240	0	184	6
301	EGFR	657.240	1	184	6
301	GABRG2	657.240	1	184	6
301	FN1	657.240	1	184	6
301	HLA-DRA	657.240	1	184	6
301	TCF7L2	3.640	0	2	1
302	DNMT1	348.265	0	101	5
302	ERG	348.265	0	101	5
302	FN1	348.265	0	101	5
302	GABRB3	348.265	0	101	5
302	VAV2	348.265	0	101	5
302	HLA-DRB1	65.460	1	20	2
302	PIK3C2G	65.460	0	20	2
303	EGFR	161.845	0	46	3
303	RYR1	161.845	0	46	3
303	VAMP3	161.845	0	46	3
303	PCDH19	6.944	0	5	3
303	PCDHAC2	6.944	0	5	3
303	PCDHGC5	6.944	0	5	3
304	EGFR	140.417	0	42	2
304	FRS2	140.417	0	42	2
304	STXBP1	10.721	0	3	1
305	CD97	16.256	0	6	1
305	LAMA1	226.876	0	59	2
305	PIK3CA	226.876	0	59	2
305	PCDHAC2	4.036	0	2	1
306	HCLS1	93.339	1	32	2
306	LAMA5	93.339	0	32	2
307	BCR	348.854	0	125	29
307	BRCA1	348.854	0	125	29
307	BUB3	348.854	0	125	29
307	CDC2	348.854	1	125	29
307	EGFR	348.854	0	125	29
307	SLC18A2	348.854	0	125	29
307	VAMP3	348.854	0	125	29
307	ITGB1	348.854	0	125	29
307	TCF7L2	348.854	0	125	29
307	DFFB	348.854	0	125	29
307	HDAC2	348.854	0	125	29
307	TARDBP	348.854	0	125	29
307	BTRC	348.854	0	125	29
307	NCAPG	348.854	1	125	29
307	MAPK1	348.854	0	125	29
307	PRKCQ	348.854	0	125	29
307	VIM	348.854	0	125	29
307	MAPK8	348.854	0	125	29
307	ITGA8	348.854	0	125	29
307	LAMA4	348.854	0	125	29
307	EPC1	348.854	0	125	29
307	FBLN2	348.854	0	125	29
307	FGFR1	348.854	0	125	29
307	FGFR2	348.854	0	125	29
307	PDGFRA	348.854	1	125	29
307	PIK3CD	348.854	0	125	29
307	CRKL	348.854	0	125	29
307	PLAU	348.854	0	125	29
307	PPARA	348.854	0	125	29
307	CDH23	5.788	0	6	4
307	CELSR1	5.788	0	6	4
307	PCDH15	5.788	0	6	4
307	PCDH9	5.788	0	6	4
307	GABRA5	10.222	0	4	2
307	GABRB3	10.222	0	4	2
308	CCL2	431.053	0	143	18
308	CFTR	431.053	0	143	18
308	EGFR	431.053	1	143	18
308	PIK3CG	431.053	0	143	18
308	MET	431.053	0	143	18
308	COL1A2	431.053	0	143	18
308	LAMB1	431.053	0	143	18
308	LAMB4	431.053	0	143	18
308	NOS3	431.053	0	143	18
308	NCF1	431.053	0	143	18
308	CDK6	431.053	0	143	18
308	RASGRF1	431.053	0	143	18
308	PSMC2	431.053	0	143	18
308	TSGA14	431.053	0	143	18
308	WEE2	431.053	0	143	18
308	ZNF3	431.053	1	143	18
308	FLNC	431.053	0	143	18
308	GNGT1	431.053	0	143	18
308	GPC2	3.524	0	2	1
308	PCDHAC2	6.240	0	3	1
308	SRI	5.441	0	3	1
308	ZNF212	3.296	0	2	1
309	CDC27	41.450	0	15	1
309	GABRA5	319.211	0	96	4
309	SRC	319.211	0	96	4
309	HLA-DRB1	319.211	0	96	4
309	MYF5	319.211	0	96	4
310	ATM	392.750	0	112	5
310	CCNE2	392.750	1	112	5
310	HLA-DRB1	392.750	0	112	5
310	PIK3R1	392.750	0	112	5
310	SYNJ1	392.750	0	112	5
311	HLA-DRB1	25.365	0	9	1
312	PDGFD	2.511	0	2	1
312	PIK3CA	197.288	0	54	1
313	CREBBP	265.361	0	72	2
313	TP53	265.361	0	72	2
314	CACNA1B	3.140	0	2	1
314	CELSR3	3.900	0	2	1
314	CEP250	6.839	0	3	1
314	EGFR	249.653	0	65	2
314	RIMS2	249.653	1	65	2
315	BRCA1	310.800	0	87	4
315	EGFR	310.800	1	87	4
315	PIK3R1	310.800	0	87	4
315	PDGFRA	310.800	0	87	4
315	PCDHAC2	6.779	0	3	1
316	CCND2	272.731	0	78	5
316	JAK2	272.731	0	78	5
316	MAPK1	272.731	0	78	5
316	PIK3CA	272.731	0	78	5
316	HLA-DRB1	272.731	0	78	5
316	DCHS2	3.450	0	4	3
316	PCDH7	3.450	0	4	3
316	PCDHAC2	3.450	0	4	3
316	EIF4A1	2.969	0	2	1
316	KCNB1	6.404	1	2	1
317	CDH4	9.172	0	4	1
317	GABRB2	329.810	0	91	4
317	PIK3R1	329.810	0	91	4
317	TP53	329.810	0	91	4
317	PIK3C2G	329.810	0	91	4
318	APEX2	3.740	0	2	1
318	CEP250	248.888	0	62	3
318	EGFR	248.888	1	62	3
318	NOS1	248.888	0	62	3
319	COL1A2	174.669	0	52	3
319	LRP1	174.669	0	52	3
319	TP53	174.669	0	52	3
319	KIT	4.539	0	2	1
319	SLC6A3	78.770	0	19	1
320	CDC27	37.591	0	13	1
320	CEP63	7.374	0	3	1
320	GRIN2C	92.084	0	21	1
320	HLA-DRB1	2.711	0	2	1
320	TNNC2	2.550	0	2	1
321	CDH19	9.132	0	4	1
321	CHEK1	409.637	1	117	3
321	COL6A1	409.637	0	117	3
321	EGFR	409.637	1	117	3
322	CSNK1G1	19.899	0	8	1
322	ITGA8	186.918	0	56	2
322	MMP7	186.918	0	56	2
322	PCDHAC2	10.604	0	4	1
322	SLC26A8	13.901	0	6	1
323	ACTG2	1109.021	1	312	8
323	LAMA2	1109.021	0	312	8
323	LAMA5	1109.021	0	312	8
323	PIK3CA	1109.021	0	312	8
323	TP53	1109.021	1	312	8
323	VAMP7	1109.021	0	312	8
323	NOS1	1109.021	0	312	8
323	PDGFRA	1109.021	1	312	8
324	EGFR	424.162	1	112	4
324	RIMS2	424.162	1	112	4
324	SRPK1	424.162	0	112	4
324	SHB	424.162	0	112	4
325	AP2A2	218.342	0	61	2
325	FBLN2	218.342	0	61	2
325	HLA-DOA	37.409	0	13	1
326	CELSR1	9.677	0	4	1
326	EFNA2	404.518	0	108	4
326	EGFR	404.518	1	108	4
326	PRKCA	404.518	0	108	4
326	RALGDS	404.518	0	108	4
327	CCL2	292.280	0	89	3
327	COL2A1	292.280	0	89	3
327	F9	292.280	0	89	3
327	MYBL1	2.562	0	2	1
