Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A	TCGA-02-2485-01A	TCGA-02-2486-01A	TCGA-06-0122-01A	TCGA-06-0124-01A
MLPH	0	0	0	0	0	0	0	0	0
MIR4265	0	0	0	0	0	0	0	0	0
RETSAT	0	0	0	0	0	0	0	0	0
FAM74A6	0	0	0	0	0	0	0	0	0
OR8S1	0	0	0	0	0	0	0	0	0
CES1P1	0	0	0	0	0	0	0	0	0
TBC1D9	0	0	0	0	0	0	0	0	0
DDX41	0	0	0	0	0	0	0	0	0
FANK1	0	0	0	0	1	0	0	0	0
OR2L3	0	0	0	0	0	0	0	0	0
ZBTB49	0	0	0	0	0	0	0	0	0
RNA5SP45	0	0	0	0	0	0	0	0	0
MARVELD2	0	0	0	0	0	0	0	0	0
DGCR2	0	0	0	0	0	0	0	0	0
RN7SL159P	0	0	0	0	0	0	0	0	0
TAOK1	0	0	0	0	0	0	0	0	0
VSIG10	0	0	0	0	0	0	0	0	0
UNC45A	0	0	0	0	0	0	0	0	0
GRIFIN	0	0	0	0	0	0	0	0	0
OGDHL	0	0	0	0	0	0	0	0	0
SPINT2	0	0	0	0	0	0	0	0	0
MIR3649	0	0	0	0	0	0	0	0	0
CASK	0	0	0	0	0	0	0	0	0
GIT2	0	0	0	0	0	0	0	0	0
CLDN18	0	0	0	0	0	0	0	0	0
NCAPG	0	0	0	0	0	0	0	0	0
RNF128	0	0	0	0	0	0	0	0	0
MIR550A2	0	0	0	0	0	0	0	0	0
MIR4457	0	0	0	0	0	0	0	0	0
SMG9	0	0	0	0	0	0	0	0	0
RN7SL596P	0	0	0	0	0	0	0	0	0
FAM155B	0	0	0	0	0	0	0	0	0
UTP11L	0	0	0	0	0	0	0	0	0
TIFA	0	0	0	0	0	0	0	0	0
CD274	0	0	0	0	0	0	0	0	0
LRRD1	0	0	0	0	0	0	0	0	0
FDPS	0	0	0	0	0	0	0	0	0
GCNT1	0	0	0	0	0	0	0	0	0
SLC52A2	0	0	0	0	0	0	0	0	0
DUSP9	0	0	0	0	0	0	0	0	0
NT5C1A	0	0	0	0	0	0	0	0	0
RN7SL665P	0	0	0	0	0	0	0	0	0
SLC17A8	0	0	0	0	0	0	0	0	0
TM4SF5	0	0	0	0	0	0	0	0	0
ZNF658	0	0	0	0	0	0	0	0	0
RN7SL190P	0	0	0	0	0	0	0	0	0
FAM160A1	0	0	0	0	0	0	0	0	0
SUCLA2	0	0	0	0	0	0	0	0	0
OR51G1	0	0	0	0	-1	0	0	0	0
NANS	0	0	0	0	0	0	0	0	0
CNPY1	0	0	0	0	0	0	0	0	0
OLFML1	0	0	0	0	-1	0	0	0	0
ANO6	0	0	0	0	0	0	0	0	0
SCNM1	0	0	0	0	0	0	0	0	0
FUNDC1	0	0	0	0	0	0	0	0	0
NPAS3	0	0	0	0	0	0	0	0	0
GGA2	0	0	0	0	0	0	0	0	0
PRKCA	0	0	1	0	0	0	0	0	0
COL6A6	0	0	0	0	0	0	0	0	0
EVPLL	0	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0	0
OR2Y1	0	0	0	0	0	0	0	0	0
RN7SL767P	0	0	0	0	0	0	0	0	0
SDCCAG3	0	0	0	0	0	0	0	0	0
GLIPR1L1	0	0	0	0	0	0	0	0	0
RNA5SP87	0	0	0	0	0	0	0	0	0
GHSR	0	0	0	0	0	0	0	0	0
CTC1	0	0	0	0	0	0	0	0	0
USP17L21	0	0	0	0	0	0	0	0	0
MAD2L2	0	0	0	0	0	0	0	0	0
RNF183	0	0	0	0	0	0	0	0	0
RNY4P3	0	0	0	0	0	0	0	0	0
MISP	0	0	0	0	0	0	0	0	0
CCNYL2	0	0	0	0	0	0	0	0	0
C17orf47	0	0	1	0	0	0	0	0	0
FMN2	0	0	0	0	0	0	0	0	0
WAPAL	0	0	0	0	0	0	0	0	0
C9orf47	0	0	0	0	0	0	0	0	0
KAT6B	0	0	0	0	0	0	0	0	0
SMYD1	0	0	0	0	0	0	0	0	0
FANCB	0	0	0	0	0	0	0	0	0
RNA5SP236	0	0	0	0	0	0	0	0	0
BEX5	0	0	0	0	0	0	0	0	0
DPY19L1	0	0	0	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0	0	0	0
VDAC2	0	0	0	0	0	0	0	0	0
VHL	0	0	0	0	0	0	0	0	0
RN7SKP91	0	0	0	0	0	0	-1	0	0
LINC00242	0	0	0	0	0	0	0	0	0
LMBR1	0	0	0	0	0	0	0	0	0
ZPBP	0	0	0	0	0	1	0	0	0
KIAA0825	0	0	0	0	0	0	0	0	0
NUSAP1	0	0	0	0	0	0	0	0	0
ZNF645	0	0	0	0	0	0	0	0	0
RNU6ATAC10P	0	0	0	0	0	0	0	0	0
FGF23	0	0	0	0	0	0	0	0	0
NLRP14	0	0	0	0	-1	0	0	0	0
MAGEB17	0	0	0	0	0	0	0	0	0
GALNTL5	0	0	0	0	0	0	0	0	0
C1QTNF8	0	0	0	0	0	0	0	0	0
RNA5SP90	0	0	0	0	0	0	0	0	0
IFNA8	0	0	-1	-1	-1	0	-1	0	-1
BET1	0	0	0	0	0	0	0	0	0
RN7SKP72	0	0	0	0	0	0	0	0	0
HDAC6	0	0	0	0	0	0	0	0	0
ARL13A	0	0	0	0	0	0	0	0	0
FLRT1	0	0	0	0	0	0	0	0	0
TRAJ49	0	0	0	0	0	0	0	0	0
ASB2	0	0	0	0	0	0	0	0	0
FAM138E	0	0	0	0	0	0	0	0	0
MIR519A1	0	0	0	0	0	0	0	0	0
N4BP3	0	0	0	0	0	0	0	0	0
HBG1	0	0	0	0	-1	0	0	0	0
OTOP1	0	0	0	0	0	0	0	0	0
PLSCR3	0	0	0	0	0	0	0	0	0
JOSD2	0	0	0	0	0	0	0	0	0
MIR1304	0	0	0	0	0	0	0	0	0
VSTM1	0	0	0	0	0	0	0	0	0
SMCR8	0	0	0	0	0	0	0	0	0
IL11RA	0	0	0	0	0	0	0	0	0
GDF3	0	0	0	0	0	0	0	0	0
RPS6KB1	0	0	1	0	0	0	0	0	0
CDHR2	0	0	0	0	0	0	0	0	0
DNAJC19	0	0	0	0	0	0	0	0	0
POLR3B	0	0	0	0	0	0	0	0	0
MIR4466	0	0	0	0	0	0	0	0	0
TOP1	0	0	0	0	0	0	0	0	0
HBA1	0	0	0	0	0	0	0	0	0
CRCT1	0	0	0	0	0	0	0	0	0
RNF169	0	0	0	0	0	0	0	0	0
C12orf54	0	0	0	0	0	0	0	0	0
ADIPOQ	0	0	0	0	0	0	0	0	0
DPM2	0	0	0	0	0	0	0	0	0
C5orf42	0	0	0	0	0	0	0	0	0
USP17L28	0	0	0	0	0	0	0	0	0
RN7SL142P	0	0	0	0	0	0	0	0	0
KRTCAP2	0	0	0	0	0	0	0	0	0
ABCA3	0	0	0	0	0	0	0	0	0
FEZF1	0	0	0	0	0	0	0	0	0
DPY30	0	0	0	0	0	0	0	0	0
SMCR2	0	0	0	0	0	0	0	0	0
PAX7	0	0	0	0	0	0	0	0	0
MIR4677	0	0	0	0	0	1	0	0	0
KCNMA1	0	0	0	0	0	0	0	0	0
TUBD1	0	0	1	0	0	0	0	0	0
CCDC116	0	0	0	0	0	0	0	0	0
FAM153A	0	0	0	0	0	0	0	0	0
NARG2	0	0	0	0	0	0	0	0	0
C15orf27	0	0	0	0	0	0	0	0	0
ITGA5	0	0	0	0	0	0	0	0	0
BTG2	0	0	0	0	0	0	0	0	0
NDUFS6	0	0	0	0	0	0	0	0	0
MEFV	0	0	0	0	0	0	0	0	0
MIR4465	0	0	0	0	0	0	0	0	0
ERAL1	0	0	0	0	0	0	0	0	0
ECHS1	0	0	0	0	-1	0	0	0	0
NMBR	0	0	0	0	0	0	0	0	0
GLT1D1	0	0	0	0	0	0	0	0	0
ABCB7	0	0	0	0	0	0	0	0	0
MIR4635	0	0	0	0	0	0	0	0	0
PFKP	0	0	0	0	0	0	0	0	0
C9orf91	0	0	0	0	0	0	0	0	0
LRRC41	0	0	0	0	0	0	0	0	0
C1orf85	0	0	0	0	0	0	0	0	0
STOX1	0	0	0	0	1	0	0	0	0
NAGPA	0	0	0	0	0	0	0	0	0
OTOP2	0	0	1	0	0	0	0	0	0
KRT16P2	0	0	0	0	0	0	0	0	0
ACOT12	0	0	0	0	0	0	0	0	0
ZAR1	0	0	0	0	0	0	0	0	0
NHLRC3	0	0	0	0	0	0	0	0	0
LCORL	0	0	0	0	0	0	0	0	0
RAB1B	0	0	0	0	0	0	0	0	0
LDB3	0	0	0	0	0	0	0	0	0
GALNT3	0	0	0	0	0	0	0	0	0
HOMEZ	0	0	0	0	0	0	0	0	0
LRRC6	0	0	0	0	0	0	0	0	0
NTRK1	0	0	0	0	0	0	0	0	0
ANGPTL5	0	0	0	0	0	0	0	0	0
UBAC1	0	0	0	0	0	0	0	0	0
OR13C2	0	0	0	0	0	0	0	0	0
SCAF8	0	0	0	0	0	0	0	0	0
RN7SL132P	0	0	0	0	0	0	0	0	0
SLC6A11	0	0	0	0	0	0	0	0	0
EPB41L4B	0	0	0	0	0	0	0	0	0
TOP1MT	0	0	0	0	0	0	0	0	0
CNGB1	0	0	0	0	0	0	0	0	0
RN7SKP234	0	0	0	0	0	0	0	0	0
NTSR1	0	0	0	0	0	0	0	0	0
HS3ST3A1	0	0	0	0	0	0	0	0	0
C12orf66	0	0	0	0	0	0	0	0	0
CPXM2	0	0	0	0	0	0	0	0	0
SIRPB2	0	0	0	0	0	0	0	0	0
PRKCG	0	0	0	0	0	0	0	0	0
MIR3163	0	0	0	0	0	0	0	0	0
CHORDC1	0	0	0	0	0	0	0	0	0
LRRC71	0	0	0	0	0	0	0	0	0
TRIB3	0	0	0	0	-1	0	0	0	0
SLC2A5	0	0	0	0	0	0	0	0	0
C2orf49	0	0	0	0	0	0	0	0	0
DDX5	0	0	1	0	0	0	0	0	0
MLF1IP	0	0	0	0	0	0	0	0	0
ZNF446	0	0	0	0	0	0	0	0	0
SLC26A1	0	0	0	0	0	0	0	0	0
RGN	0	0	0	0	0	0	0	0	0
COL4A5	0	0	0	0	0	0	0	0	0
CCNB1	0	0	0	0	0	0	0	0	0
RN7SKP289	0	0	0	0	0	0	0	0	0
TRGC2	0	0	0	0	0	0	0	0	0
ANAPC4	0	0	0	0	0	0	0	0	0
MIR4309	0	0	0	0	0	0	0	0	0
NUTM2B	0	0	0	0	0	0	0	0	0
CCDC97	0	0	0	0	0	0	0	0	0
FGR	0	0	0	0	0	0	0	0	0
COX15	0	0	0	0	0	0	0	0	0
EPN2	0	0	0	0	0	0	0	0	0
MSRB3	0	0	0	0	0	0	0	0	0
KCNK6	0	0	0	0	0	0	0	0	0
XK	0	0	0	0	0	0	0	0	0
AQP9	0	0	0	0	0	0	0	0	0
CAPNS2	0	0	0	0	0	0	0	0	0
GDA	0	0	0	0	0	0	0	0	0
RNA5SP227	0	0	0	0	0	0	0	0	0
MIR4655	0	0	0	0	0	0	0	0	0
MMS22L	0	0	0	0	0	0	0	0	0
HEPH	0	0	0	0	0	0	0	0	0
THRAP3	0	0	0	0	0	0	0	0	0
MET	0	0	0	0	0	0	0	0	0
LYAR	0	0	0	0	0	0	0	0	0
ING3	0	0	0	0	0	0	0	0	0
AK7	0	0	0	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0	0	0	0
COPS7A	0	0	0	0	0	0	0	0	0
WSCD1	0	0	0	0	0	0	0	0	0
RNF185	0	0	0	0	0	0	0	0	0
TNS3	0	0	0	0	0	0	0	0	0
KNDC1	0	0	0	0	-1	0	0	0	0
PRSS51	0	0	0	0	0	0	0	1	0
RNA5SP144	0	0	0	0	0	0	0	0	0
SRPK1	0	0	0	0	0	0	0	0	0
C4orf3	0	0	0	0	0	0	0	0	0
RRP7A	0	0	0	0	0	0	0	0	0
MED13L	0	0	0	0	0	0	0	0	0
USP17L15	0	0	0	0	0	0	0	0	0
LY6K	0	0	0	0	0	0	0	0	0
RPL7A	0	0	0	0	0	0	0	0	0
PTCD3	0	0	0	0	0	0	0	0	0
TEAD1	0	0	0	0	-1	0	0	0	0
SNX33	0	0	0	0	0	0	0	0	0
SMIM9	0	0	0	0	0	0	0	0	0
RN7SL35P	0	0	0	0	0	0	0	0	0
TMEM184A	0	0	0	0	0	0	0	0	0
SLC25A14	0	0	0	0	0	0	0	0	0
LEP	0	0	0	0	0	0	0	0	0
UBA1	0	0	0	0	0	0	0	0	0
CACNG5	0	0	1	0	0	0	0	0	0
GLRA4	0	0	0	0	0	0	0	0	0
MAPKAPK2	0	0	0	0	0	0	0	0	0
TP53AIP1	0	0	0	0	0	0	0	0	0
ECH1	0	0	0	0	0	0	0	0	0
ATXN10	0	0	0	0	0	0	0	0	0
LHFPL2	0	0	0	0	0	0	0	0	0
UFSP1	0	0	0	0	0	0	0	0	0
NMNAT1	0	0	0	0	0	0	0	0	0
C9orf43	0	0	0	0	0	0	0	0	0
TRGJP1	0	0	0	0	0	0	0	0	0
CCL22	0	0	0	0	0	0	0	0	0
CCDC34	0	0	0	0	0	0	0	0	0
RN7SL774P	0	0	0	0	0	0	0	0	0
CYP2F1	0	0	0	0	0	0	0	0	0
ITGA3	0	0	0	0	0	0	0	0	0
FAM129C	0	0	0	0	0	0	0	0	0
GEN1	0	0	0	0	0	0	0	0	0
KIAA1033	0	0	0	0	0	0	0	0	0
ZNF510	0	0	0	0	0	0	0	0	0
SLC26A10	1	0	0	0	0	1	0	0	0
CYP2D6	0	0	0	0	0	0	0	0	0
TMEM19	0	0	0	0	0	0	0	0	0
STX8	0	0	0	0	0	0	0	0	0
RUNX3	0	0	0	0	0	-1	0	0	0
LUZP1	0	0	0	0	0	0	0	0	0
LINC00919	0	0	0	0	0	0	0	0	0
EFNB1	0	0	0	0	0	0	0	0	0
PRKCB	0	0	0	0	0	0	0	0	0
EIF4G3	0	0	0	0	0	0	0	0	0
ACSM3	0	0	0	0	0	0	0	0	0
LIPN	0	0	0	0	0	0	0	0	0
C5AR1	0	0	0	0	0	0	0	0	0
IGLC7	0	0	0	0	0	0	0	0	0
ZNF623	0	0	0	0	0	0	0	0	0
A2M	0	0	0	0	0	0	0	0	0
NOL8	0	0	0	0	0	0	0	0	0
CDK20	0	0	0	0	0	0	0	0	0
PHLDB3	0	0	0	0	0	0	0	0	0
TRIQK	0	0	0	0	0	0	0	0	0
GLUD1P2	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	0
GRPEL1	0	0	0	0	0	0	0	0	0
RELT	0	0	0	0	0	0	0	0	0
LMNB2	0	0	0	0	0	0	0	0	0
PPP1R15B	0	0	0	1	0	0	0	0	0
ELANE	0	0	0	0	0	0	0	0	0
TRPM6	0	0	0	0	0	0	0	0	0
RN7SL872P	0	0	0	0	0	0	0	1	0
FOXK2	0	0	1	0	0	0	0	0	0
EED	0	0	0	0	0	0	0	0	0
RNF32	0	0	0	0	0	0	0	0	0
PDCD5	0	0	0	0	0	0	0	0	0
HES1	0	0	0	0	0	0	0	0	0
CLDN16	0	0	0	0	0	0	0	0	0
TXNDC8	0	0	0	0	0	0	0	0	0
CLC	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0
RBM17	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0
C1orf61	0	0	0	0	0	0	0	0	0
SUPT4H1	0	0	1	0	0	0	0	0	0
SCGB1C1	0	0	0	0	-1	0	0	0	0
CD1A	0	0	0	0	0	0	0	0	0
SRRM4	0	0	0	0	0	0	0	0	0
TRAF5	0	0	0	0	0	0	0	0	0
MIR1181	0	0	0	0	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0
RAPGEF6	0	0	0	0	0	0	0	0	0
WHSC1	0	0	0	0	0	0	0	0	0
KIAA0020	0	0	0	0	0	0	0	0	0
NEIL1	0	0	0	0	0	0	0	0	0
ANO5	0	0	0	0	0	0	0	0	0
RN7SL171P	0	0	0	0	0	0	0	0	0
GFPT2	0	0	0	0	0	0	0	0	0
RBM10	0	0	0	0	0	0	0	0	0
snoZ278	0	0	0	0	0	0	0	0	0
DNAH17	0	0	1	0	0	0	0	0	0
C19orf10	0	0	0	0	0	0	0	0	0
NOA1	0	0	0	0	0	0	0	0	0
STAU2	0	0	0	0	0	0	0	0	0
FAM98A	0	0	0	0	0	0	0	0	0
EXOC3	0	0	0	0	0	0	0	0	0
RAD23B	0	0	0	0	0	0	0	0	0
MIR4310	0	0	0	0	0	0	0	0	0
NCOR2	0	0	0	0	0	0	0	0	0
CHRAC1	0	0	0	0	0	0	0	0	0
MIR5589	0	0	0	0	0	0	0	0	0
TNFRSF9	0	0	0	0	0	0	0	0	0
C19orf43	0	0	0	0	0	0	0	0	0
CCNE1	0	0	0	0	0	0	0	0	0
ALX1	0	0	0	0	0	0	0	0	0
RN7SL510P	0	0	0	0	0	0	0	0	0
PKDREJ	0	0	0	0	0	0	0	0	0
SSU72	0	0	0	0	0	0	0	0	0
TIAL1	0	0	0	0	0	0	0	0	0
GPR78	0	0	0	0	0	0	0	0	0
GSTA2	0	0	0	0	0	0	0	0	0
ANKRD20A3	0	0	0	0	0	0	0	0	0
SMUG1	0	0	0	0	0	0	0	0	0
BSPH1	0	0	0	0	0	0	0	0	0
TM4SF4	0	0	0	0	0	0	0	0	0
OSTCP1	0	0	0	0	0	0	0	0	0
UFM1	0	0	0	0	0	0	0	0	0
CORO2A	0	0	0	0	0	0	0	0	0
ZNF385B	0	0	0	0	0	0	0	0	0
USP14	0	0	0	0	0	0	0	0	0
ETNK2	0	0	0	1	0	0	0	0	0
FBXL14	0	0	0	0	0	0	0	0	0
MIR518A2	0	0	0	0	0	0	0	0	0
APOE	0	0	0	0	0	0	0	0	0
MIR517C	0	0	0	0	0	0	0	0	0
VAT1L	0	0	0	0	0	0	0	0	0
FBXO31	0	0	0	0	0	0	0	0	0
RNA5SP204	0	0	0	0	0	0	0	0	0
FRS2	0	0	0	0	0	0	0	0	0
C12orf40	0	0	0	0	0	0	0	0	0
NR2E3	0	0	0	0	0	0	0	0	0
AGAP7	0	0	0	0	0	0	0	0	0
RN7SL347P	0	0	0	0	0	0	0	0	0
RNA5SP239	0	0	0	0	0	0	0	0	0
C9orf139	0	0	0	0	0	0	0	0	0
RN7SL508P	0	0	0	0	0	0	0	0	0
NRARP	0	0	0	0	0	0	0	0	0
ING5	0	0	0	0	0	0	0	0	0
KIAA1211L	0	0	0	0	0	0	0	0	0
HTR7P1	0	0	0	0	0	0	0	0	0
ATXN7L3B	0	0	0	0	0	0	0	0	0
ORM1	0	0	0	0	0	0	0	0	0
FAM74A3	0	0	0	0	0	0	0	0	0
MIR513A2	0	0	0	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0	0	0	0
F2RL1	0	0	0	0	0	0	0	0	0
LCOR	0	0	0	0	0	0	0	0	0
RN7SL188P	0	0	0	0	0	0	0	0	0
N4BP2L2	0	0	0	0	0	0	0	0	0
CCAR1	0	0	0	0	0	0	0	0	0
ZNF232	0	0	0	0	0	0	0	0	0
C17orf99	0	0	1	0	0	0	0	0	0
PRR19	0	0	0	0	0	0	0	0	0
KLHL36	0	0	0	0	0	0	0	0	0
OPHN1	0	0	0	0	0	0	0	0	0
RPS11P6	0	0	0	0	0	0	0	0	0
SHBG	0	0	0	0	0	0	0	0	0
MIR1225	0	0	0	0	0	0	0	0	0
SLC16A5	0	0	1	0	0	0	0	0	0
PANX3	0	0	0	0	0	0	0	0	0
FAM182B	0	0	0	0	0	0	0	0	0
MIR200C	0	0	0	0	0	0	0	0	0
RNA5SP246	0	0	0	0	0	0	0	0	0
PREP	0	0	0	0	0	0	0	0	0
ENTPD8	0	0	0	0	0	0	0	0	0
RFX3	0	0	0	0	0	0	0	0	0
RN7SL573P	0	0	1	0	0	0	0	0	0
CHMP1B	0	0	0	0	0	0	0	0	0
CSNK1A1P1	0	0	0	0	0	0	0	0	0
SYT12	0	0	0	0	0	0	0	0	0
MYH6	0	0	0	0	0	0	0	0	0
BCHE	0	0	0	0	0	0	0	0	0
MAP3K13	0	0	0	0	0	0	0	0	0
KLHL30	0	0	0	0	0	0	0	0	0
LCMT1	0	0	0	0	0	0	0	0	0
LINC00605	0	0	0	0	0	0	0	0	0
EIF1AX	0	0	0	0	0	0	0	0	0
TONSL	0	0	0	0	0	0	0	0	0
SRSF11	0	0	0	0	0	0	0	0	0
SLC24A5	0	0	0	0	0	0	0	0	0
RNF166	0	0	0	0	0	0	0	0	0
HCRTR2	0	0	0	0	0	0	0	0	0
HBZ	0	0	0	0	0	0	0	0	0
KLHL41	0	0	0	0	0	0	0	0	0
TJAP1	0	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0	0
TMEM156	0	0	0	0	0	0	0	0	0
MYO15B	0	0	1	0	0	0	0	0	0
ZNF239	0	0	0	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0	0	0	0
SPANXN4	0	0	0	0	0	0	0	0	0
SNX19	0	0	0	0	0	0	0	0	0
MIR1255B1	0	0	0	0	0	0	0	0	0
ZNF284	0	0	0	0	0	0	0	0	0
DUSP5	0	0	0	0	0	0	0	0	0
C12orf75	0	0	0	0	0	0	0	0	0
NAALADL1	0	0	0	0	0	0	0	0	0
RN7SL12P	0	0	0	0	0	0	0	0	0
FCN1	0	0	0	0	0	0	0	0	0
SLMO1	0	0	0	0	0	0	0	0	0
BIRC7	0	0	0	0	0	0	0	0	0
TIMM22	0	0	0	0	0	0	0	0	0
ATP11C	0	0	0	0	0	0	0	0	0
A4GALT	0	0	0	0	0	0	0	0	0
TOX3	0	0	0	0	0	0	0	0	0
RSRC1	0	0	0	0	0	0	0	0	0
ZSCAN4	0	0	0	0	0	0	0	0	0
CRHBP	0	0	0	0	0	0	0	0	0
COG1	0	0	1	0	0	0	0	0	0
CHST11	0	0	0	0	0	0	0	0	0
TRAJ32	0	0	0	0	0	0	0	0	0
FBXO24	0	0	0	0	0	0	0	0	0
POLR2J4	0	0	0	0	0	0	0	0	0
RNF39	0	0	0	0	0	0	0	0	0
MYBPC1	0	0	0	0	0	0	0	0	0
ALAD	0	0	0	0	0	0	0	0	0
AQP2	0	0	0	0	0	0	0	0	0
SLC9A9	0	0	0	0	0	0	0	0	0
ANHX	0	0	0	0	0	0	0	0	0
ZSCAN5C	0	0	0	0	0	0	0	0	0
LINC00345	0	0	0	0	0	0	0	0	0
FAM138A	0	0	0	0	0	0	0	0	0
SLC13A4	0	0	0	0	0	0	0	0	0
LUC7L2	0	0	0	0	0	0	0	0	0
EXOC2	0	0	0	0	0	0	0	0	0
LSM4	0	0	0	0	0	0	0	0	0
SAMM50	0	0	0	0	0	0	0	0	0
SRP72	0	0	0	0	0	0	0	0	0
TSPAN7	0	0	0	0	0	0	0	0	0
MFN2	0	0	0	0	0	0	0	0	0
RHOH	0	0	0	0	0	0	0	0	0
MTX1	0	0	0	0	0	0	0	0	0
ZSCAN32	0	0	0	0	0	0	0	0	0
ATR	0	0	0	0	0	0	0	0	0
ARL16	0	0	1	0	0	0	0	0	0
BRK1	0	0	0	0	0	0	0	0	0
TLCD2	0	0	0	0	0	0	0	0	0
PAQR8	0	0	0	0	0	0	0	0	0
GBGT1	0	0	0	0	0	0	0	0	0
MIR4768	0	0	0	0	0	0	0	0	0
FAM204A	0	0	0	0	0	0	0	0	0
SNX25	0	0	0	0	0	0	0	0	0
RNA5SP284	0	0	0	0	0	0	0	0	0
RHBDF1	0	0	0	0	0	0	0	0	0
OR10K1	0	0	0	0	0	0	0	0	0
PCDH18	0	0	0	0	0	0	0	0	0
HDAC1P2	0	0	0	0	0	0	0	0	0
MIR3117	0	0	0	0	0	0	0	0	0
MIR3934	0	0	0	0	0	0	0	0	0
MYO5C	0	0	0	0	0	0	0	0	0
DOHH	0	0	0	0	0	0	0	0	0
LINC00841	0	0	0	0	0	0	0	0	0
CROCCP3	0	0	0	0	0	0	0	0	0
ZNF552	0	0	0	0	0	0	0	0	0
KDM2A	0	0	0	0	0	0	0	0	0
LDHAL6A	0	0	0	0	0	0	0	0	0
USP32	0	0	1	0	0	0	0	0	0
MED27	0	0	0	0	0	0	0	0	0
NCAM1	0	0	0	0	0	0	0	0	0
MIR3927	0	0	0	0	0	0	0	0	0
RN7SL426P	0	0	0	0	0	0	0	0	0
PI4KAP1	0	0	0	0	0	0	0	0	0
PRDX4	0	0	0	0	0	0	0	0	0
FERMT3	0	0	0	0	0	0	0	0	0
ABHD12	0	0	0	0	0	0	0	0	0
HBCBP	0	0	0	0	0	0	0	0	0
KRT71	0	0	0	0	0	0	0	0	0
GLIS2	0	0	0	0	0	0	0	0	0
RNA5SP310	0	0	0	0	0	0	0	0	0
ATF7	0	0	0	0	0	0	0	0	0
PILRA	0	0	0	0	0	0	0	0	0
ABCF2	0	0	0	0	0	0	0	0	0
RN7SL459P	0	0	0	0	0	0	0	0	0
snosnR66	0	0	0	0	0	0	0	0	0
C17orf85	0	0	0	0	0	0	0	0	0
TKTL1	0	0	0	0	0	0	0	0	0
IL6R	0	0	0	0	0	0	0	0	0
CHRNB2	0	0	0	0	0	0	0	0	0
LRRC48	0	0	0	0	0	0	0	0	0
NFIL3	0	0	0	0	0	0	0	0	0
SPG20	0	0	0	0	0	0	0	0	0
SEZ6	0	0	0	0	0	0	0	0	0
CAPN12	0	0	0	0	0	0	0	0	0
COX10	0	0	0	0	0	0	0	0	0
DNAJA3	0	0	0	0	0	0	0	0	0
CLDN6	0	0	0	0	0	0	0	0	0
CIITA	0	0	0	0	0	0	0	0	0
MIR4261	0	0	0	0	0	0	0	0	0
MUTYH	0	0	0	0	0	0	0	0	0
FANCC	0	0	0	0	0	0	0	0	0
AWAT1	0	0	0	0	0	0	0	0	0
GPATCH2	0	0	0	0	0	0	0	0	0
ZNF655	0	0	0	0	0	0	0	0	0
PSG3	0	0	0	0	0	0	0	0	0
ZNF227	0	0	0	0	0	0	0	0	0
MRPL15	0	0	0	0	0	0	0	0	0
NQO2	0	0	0	0	0	0	0	0	0
C21orf59	0	0	0	0	0	0	0	0	0
RPUSD3	0	0	0	0	0	0	0	0	0
ZBTB20	0	0	0	0	0	0	0	0	0
MED14	0	0	0	0	0	0	0	0	0
HP1BP3	0	0	0	0	0	0	0	0	0
SPATA31A7	0	0	0	0	0	0	0	0	0
ENHO	0	0	0	0	0	0	0	0	0
MIR4669	0	0	0	0	0	0	0	0	0
HEPHL1	0	0	0	0	0	0	0	0	0
KLHL7	0	0	0	0	0	0	0	0	0
RN7SL354P	0	0	0	0	0	0	0	0	0
RNU6ATAC12P	0	0	0	0	0	0	0	0	0
RN7SL424P	0	0	0	0	0	0	0	0	0
CDHR5	0	0	0	0	-1	0	0	0	0
AGTPBP1	0	0	0	0	0	0	0	0	0
ALDH1L2	0	0	0	0	0	0	0	0	0
HBG2	0	0	0	0	-1	0	0	0	0
PCSK6	0	0	0	0	0	0	0	0	0
STAT5A	0	0	0	0	0	0	0	0	0
FAM86FP	0	0	0	0	0	0	0	0	0
CCDC172	0	0	0	0	0	0	0	0	0
RN7SL37P	0	0	0	0	0	0	0	0	0
RNA5SP318	0	0	0	0	0	0	0	0	0
LONRF2	0	0	0	0	0	0	0	0	0
PTPN2	0	0	0	0	0	0	0	0	0
SF3A3	0	0	0	0	0	0	0	0	0
MIR3153	0	0	0	0	0	0	0	0	0
OR2A9P	0	0	0	0	0	0	0	0	0
HCFC1	0	0	0	0	0	0	0	0	0
PBLD	0	0	0	0	0	0	0	0	0
NRG4	0	0	0	0	0	0	0	0	0
PTGER1	0	0	0	0	0	0	0	0	0
TENC1	0	0	0	0	0	0	0	0	0
RN7SKP24	0	0	0	0	0	0	0	0	0
